Loan ID,Loan Grade,Exception IDs
4511601.62,83,1|2|3
3449649.9,90,3
6199138.89,99,2|3
173929.4,90,1|3
6740041.29,97,2
5820540.82,100,
2993709.43,100,
1959298.74,94,1|2
2023050.21,90,1|3
5683575.76,90,3
887329.61,96,1
5997365.2,100,
2652740.53,86,1|3
1934507.83,60,1|3|4
6504189.88,94,1|2
8810278.74,96,1
1050854.94,96,3
3630329.66,96,1
1118078.28,96,1
6218685.72,93,1|2|3
7324258.16,100,
4276684.83,99,2
5181485.88,93,1|2|3
8143478.51,98,3
1248192.83,100,
4248810.14,90,3
9546619.73,88,1|3
9926716.14,88,1|3
6573184.0,60,4
7306546.39,100,
6625285.07,86,1|3
468375.75,96,1
5869567.4,99,2|3
8482278.16,100,
5623128.92,100,
852751.48,100,
8375670.98,94,3
6060212.68,94,1|2
7592849.37,96,4
3736623.13,100,
9469817.33,100,
8228880.9,64,3|4
4079673.77,95,1|2
9991061.67,88,1|2|3
6245204.78,64,3|4
6488670.61,86,1|3
9740136.52,96,1
1961405.73,95,1|2
3278191.38,96,1
7826797.54,96,1
7569883.16,100,
5809130.53,100,
2270508.79,90,2|3
7909305.01,85,2|3|4
5153217.24,88,1|3
1963961.55,91,1|2|3
2615993.01,90,1|3
6997725.14,92,3
9581556.72,83,1|2|3
454134.88,98,3
8273996.31,100,
998513.62,94,1|3
2401112.53,96,1
7323423.8,97,2|4
7012150.59,96,1
8883937.08,96,1
3341108.64,98,3
1547074.43,96,3
9911720.28,70,4
1003000.3,88,1|3
9759195.33,100,3
6484597.67,96,1
1060009.94,88,1|3
4333087.44,92,3
8514690.33,96,1|3
8921168.2,94,1|2
5397096.26,100,
3290709.03,96,3
9640111.82,92,1|3
7586688.63,96,3
5585420.84,100,
365011.92,96,1|3
5616660.53,90,3
9094210.12,90,1|3
6702313.55,94,1|3
4301648.93,100,
2271117.6,100,3
7935303.06,96,1
2867532.55,90,1|3
1524340.59,100,3
3849600.92,96,1
7968279.53,96,1
1745178.43,94,1|3
1001033.27,100,3
6286745.45,100,
6491411.24,100,
4340661.13,94,1|3
9929893.91,88,1|3
9839504.15,100,
9988539.95,94,1|2
5583985.01,96,1
8708512.43,85,1|2|4
8839683.37,100,
9384775.38,93,1|2|3
5789464.75,99,2
901143.74,87,2|3
525859.32,100,
3281904.6,94,3
9558827.0,96,1
4853926.75,86,1|2|3
6180292.6,96,1
7795825.46,93,1|2
6221455.07,92,3
6997476.53,94,3
974149.97,96,1
2087401.28,100,
6660953.24,96,1
8282563.48,100,
9580072.12,94,1|3
723599.45,100,
6327930.67,92,3
3452046.36,92,3
4737392.57,90,2|3
3548244.38,87,2|3
6485169.58,98,2
39985.33,94,3
9019973.86,96,1
7969476.64,94,1|2
7105300.51,100,
4449599.18,94,1|3
9256880.26,100,
2123831.53,98,2
5639379.39,92,1|3
3992361.21,100,
2663015.82,100,
7249686.5,96,1|3
2327857.34,100,
9837048.8,70,4
4914877.32,90,3
4328376.09,97,2
8747704.84,44,1|2|4
6654072.45,94,3
7340260.92,96,3
2084998.84,100,
7939421.28,96,1
4625212.09,96,3
5686575.57,96,1
7739470.78,96,1|3
5906070.03,96,1
544438.96,100,
2067554.5,90,3
76831.65,92,3
1547002.98,94,1|3
1152250.73,100,3
4720110.74,86,1|2|3
2096684.17,74,1|3|4
5539314.23,92,3
5690687.68,100,
8045168.07,96,3
9037968.73,100,
5622985.76,100,
3582181.23,92,1|3
5608704.81,95,1|2
7997093.69,99,2
770937.2,96,3
7822527.48,100,
6256923.58,96,1|3
6886407.06,96,1
3468788.37,96,1|3
1104790.59,90,1|3
8708270.99,96,1
2524437.29,100,
5779241.11,96,1|3
1183360.25,100,
8614496.1,86,1|3
2879527.33,100,
7412664.19,100,3
7096498.31,86,1|3
8390676.41,38,2|4
6158716.64,94,3
1206326.92,99,2|3
5666045.71,100,
6282113.65,94,3
6549162.12,92,3
8561226.8,96,1
5005833.25,96,1
4057432.45,100,
6806082.8,90,2|3
9265142.67,95,1|2
3098644.34,92,1|3
4438557.75,100,
5009484.2,98,2
8005355.05,92,2|3
6075109.76,94,1|3
7027780.73,94,1|2
9933032.77,98,3
8359334.47,94,1|3
8346240.28,92,3
3833623.4,36,1|4
3472286.9,100,
8858339.84,95,1|2
9969763.37,97,2|3
7659972.82,100,
870305.92,96,1|3
1529545.42,94,1|3
6212087.69,92,2|3
7991921.83,100,
2669903.61,94,1|3
4248693.44,86,1|3
9696842.06,96,1
9738008.75,100,
2615869.89,94,1|3
814492.36,96,1
1332371.51,88,1|3
3901711.79,96,1
1452464.66,92,1|3
772288.33,94,3
9706340.96,99,2|3
8037724.7,98,2
8267964.37,100,
9816392.66,94,3
8853347.25,100,
4295335.72,100,
9189292.91,100,
4600256.6,92,1|3
794731.7,90,3
3751419.69,96,3
6462313.18,100,3
7114178.38,86,4
9461212.66,96,1
9374226.33,99,2|3
8651372.46,92,1|3
1230790.81,92,1|3
200082.35,96,1|3
988753.75,96,1
9990827.81,86,1|3
7761470.81,91,1|2|3
709965.35,94,3
5250150.05,92,1|3
699561.12,6,1|3|4
2692543.14,86,1|3
5519426.49,96,1|3
1845507.15,100,3
1407583.16,88,1|3
4660720.05,96,1
8887244.48,96,1
2563909.61,99,2
2023231.87,96,1
5016325.07,98,3
4067798.93,88,1|3
5902953.87,90,2|3
6676146.32,95,1|2
1736324.27,100,3
2846963.65,96,1
7925767.1,100,
3229139.12,96,1
4655800.13,95,1|2
291617.53,96,1
505563.41,96,1|3
6899345.33,98,3
4182971.39,98,3
8656202.62,96,1
234613.19,96,1
5217235.41,86,1|2|3
153139.67,98,3
2965069.08,100,
8494361.38,96,1
1222789.11,93,1|2|3
4050817.44,92,1|3
1187378.75,93,1|2
7524200.53,98,3
4011163.83,100,
4657429.27,100,
6861325.72,100,
1977692.49,86,1|3
1985164.02,90,1|3
6094417.32,98,2
3128155.78,100,
6487385.58,100,
1262622.59,96,3
9962493.73,100,
8328481.68,95,3|4
3208518.24,94,1|2
1690866.35,96,1
5149840.58,100,
1839168.52,86,1|3
6600739.72,96,1
944621.5,96,1
2464520.9,100,3
3436097.37,95,1|2
9772486.36,100,3
2080340.31,98,2
5836429.2,92,3
3692911.09,100,
1109376.9,92,1|3
2212158.44,97,2
6364015.25,100,
7750961.25,100,
2070991.96,96,1
9063082.45,96,1
9428489.97,99,2
289665.09,94,3
5524175.34,98,2
1804570.31,96,3
1758348.66,96,1
4676241.61,96,1
331045.56,100,
9941262.04,96,1
1768136.89,94,1|3
7926746.75,90,1|3
6706719.27,98,3
8387264.63,99,2
2444175.56,90,1|3
7776398.84,100,
5185103.43,90,3
2453513.98,96,1
5500486.66,92,1|3
5616593.23,94,1|3
999636.81,91,1|2|3
8893776.86,94,3
26342.51,82,1|3|4
4799183.23,90,3
2785413.05,88,1|4
4846954.06,100,
1034629.96,94,3
5351906.93,96,1
2711756.86,100,
2932861.75,100,
9103250.06,85,1|2|4
2046491.87,100,
3929219.4,95,1|2|3
7038890.89,96,1
6436938.69,100,
3711686.37,52,1|3|4
285460.59,100,
5036311.47,96,1
3717217.27,98,3
8214223.19,100,3
5662352.08,96,1
8005070.23,100,3
1156930.57,100,
6155011.64,92,2|3
6621130.15,88,1|3
9972461.99,96,1
9480950.22,97,2|3
743043.29,86,1|3
3375375.05,94,1|2
7502117.98,96,1
9815911.2,96,1
7922702.31,92,3
7546563.47,95,1|2
450650.03,96,1
7439667.67,100,3
8074074.89,76,3|4
2909872.11,96,1
7013920.64,90,1|3
2843121.49,90,1|3
2603559.08,92,1|3
3092594.22,96,1
6514538.63,95,2|3
9727146.09,96,1
2768109.1,96,1
3105358.26,96,1
1673640.83,94,3
4020907.0,100,
6940423.5,96,1
9900084.73,96,1
4919077.02,100,
2869168.24,96,1
6103497.33,96,3
9032124.01,90,2|3
3035218.66,99,2
7252968.36,96,1
1040020.12,92,3
7610933.32,100,
3018694.42,92,1|3
7551242.93,83,1|2|3
4098843.71,96,1
2816334.29,96,1
2759496.51,92,1|3
2215372.06,95,1|2
3451783.31,100,
2875775.09,98,3
1632885.55,90,1|3
1862320.46,90,1|3
7403679.76,97,2
6832314.77,95,1|2|3
82038.42,94,3
3490744.93,92,1|3
1652996.07,90,1|3
8602197.1,99,2
4807953.82,96,1
5002688.28,96,1
1725312.25,92,3
409935.87,100,
5594949.0,94,1|2
5053446.4,100,3
5661629.49,90,3
2531344.04,96,1
6012881.0,96,1
6937388.29,96,1
5505594.43,100,
4172289.79,100,
3756095.39,92,3
488964.21,100,
8674925.72,86,1|3
8056072.92,99,2
7760102.86,90,1|3
6305482.93,96,1
8644324.69,96,1|3
6366844.13,96,1
1112404.43,96,1
6722691.88,96,1
2231139.43,100,
3116118.34,100,
3310546.74,86,1|3
9793169.18,94,1|3
1030916.93,100,3
9062719.44,100,3
5243411.76,94,3
5332192.76,100,
3051982.13,94,1|3
968686.62,94,1|3
7961466.74,96,1
3161002.78,96,3
4175916.86,92,1|3
7124052.68,96,1
2834140.16,100,3
571763.6,94,3
3047385.95,80,4
627161.59,95,2|3
5768348.72,100,
972294.73,87,2|3
3341721.17,100,
1566374.7,96,1
7838007.52,98,2
9228144.53,100,
4807364.34,100,
3866469.91,90,1|3
9233427.66,90,3
8186211.53,92,1|3
1139933.25,96,1
4919539.06,88,1|3
7789629.61,100,
1901984.44,93,1|2
7764087.89,90,1|3
5028630.5,96,3
9225548.67,98,3
2327157.46,90,1|3
7819286.53,90,3
8998849.67,99,2
9084793.65,100,
163561.97,96,3
617080.37,96,1|3
1996274.31,96,1
1748855.38,96,1|3
9226213.85,96,3
9546835.93,20,4
8741040.17,98,3
782365.94,97,2|3
7764639.66,96,1
3643613.91,92,3
6983018.86,99,2|3
3583902.3,96,1|4
7444886.15,86,1|3
3639449.08,100,
961911.46,90,3
2812565.73,100,
7433810.3,100,
8130396.21,96,1
760543.51,86,1|3
2216593.8,86,1|3
2460414.55,95,1|2
7868379.96,92,1|3
388640.64,100,
8881804.4,28,1|3|4
6088374.42,96,1
2487743.07,91,1|4
9716858.33,96,1|3
1256618.88,86,1|2|3
313687.68,96,1|3
6888472.19,100,3
798363.68,96,1
8619374.26,100,
2416533.85,97,2|3
6196821.16,99,2
1717457.42,92,1|3
2654831.55,96,3
1441204.38,96,1
5562316.15,94,1|2
310723.1,94,3
8512207.28,100,
7796711.85,52,3|4
5553538.33,98,2
5848899.42,96,1
7981623.98,100,
3404862.0,94,1|2
1806671.43,96,1
1863964.07,100,
8712682.88,96,1
510606.1,90,1|3
5444873.85,99,2
8370709.15,86,2|3|4
5888330.17,95,1|2
5396041.45,96,1
1784969.26,92,1|3
2117118.58,100,
3501635.85,100,
6499171.61,96,3
4965586.23,88,1|3
3375239.52,86,3|4
9160410.97,100,
6429596.46,96,1
1483971.98,88,1|3
4300908.96,100,
4193422.95,91,1|3|4
8551729.79,97,2|3
8993227.92,98,2
2756342.77,96,1
6096848.49,92,1|3
3314607.32,98,3
7091841.25,95,1|2|3
1740653.65,96,1
9862240.2,96,1
3676635.7,95,1|2
5756997.16,98,2
7354824.38,96,1
9748989.19,96,3|4
6760278.06,94,3
8379435.23,96,1
8625073.11,96,1
6015811.91,96,1|3
3351102.5,94,3
201626.47,99,2
3510327.21,90,1|3
5397908.03,94,3
9711634.77,92,4
6560797.98,87,2|3
7212646.14,90,3
8330058.2,95,1|2
6252505.31,86,1|3
4909067.57,98,3
8278599.46,100,3
7665966.57,94,1|3
8432209.12,100,
5780227.74,100,
5264853.48,100,
4787185.53,100,
9334312.59,86,1|3|4
5640705.44,96,1
388434.75,94,1|3
2764983.26,94,3
8731534.64,94,2|4
1288652.43,100,
9606528.06,100,
5615102.34,90,2|3
4353195.84,90,3
4330065.27,98,3
3866661.55,94,3
1556185.72,96,1
2700365.61,96,1
6672636.14,90,1|3
3450409.24,96,1
3761464.22,88,1|2|3
1854396.31,96,3
6062766.17,86,1|2|3
2161006.82,99,2
2888923.69,100,
2529246.51,98,3
8855172.29,96,3
3844426.39,98,3
2362785.06,99,2
958893.71,96,1
4336578.55,96,1
9727380.18,100,
6377561.85,96,1
2956563.31,100,
6881523.02,96,1
4291748.78,100,
2440057.55,88,1|3
5787261.76,92,1|3
8383527.26,96,1
2554907.47,88,1|3
8991138.84,96,1
2268598.22,92,3
9810170.7,96,1
628787.52,100,
8746095.6,100,
2930503.12,92,1|3
8729245.02,96,1
1231065.34,100,
6363631.41,100,
9621142.44,90,3
5911116.71,64,3|4
2442019.2,100,3
8901603.06,96,1
561543.93,88,1|3
8451812.2,88,1|3
6597911.36,100,
8430642.49,96,3
4453247.55,92,1|3
4854651.34,94,1|2
9544577.2,96,1
8445011.97,96,1
7206954.03,86,1|3
861428.37,88,1|3
9373610.65,96,1
5697318.9,96,3
3388210.53,92,3
92601.99,98,3
5681415.14,100,
2144447.4,91,4
8616290.25,94,1|2
4400130.34,86,1|3
2416592.9,100,
3569391.05,98,3
5840666.13,96,1
3736240.38,96,1
8361490.22,88,1|3
6366283.44,93,1|2|3
582572.13,90,3
5493993.8,100,
5514101.08,96,1
4402402.28,94,3
2857635.78,96,1
8886560.91,94,1|3
6662891.26,94,1|2
1427938.32,99,2|3
4675715.18,88,1|3
737310.05,96,1
24554.97,92,2|3
1339450.38,75,1|3|4
1601750.58,86,1|3
642069.2,96,1
5088085.31,96,1|3
1721369.56,95,1|2
6017518.54,96,1
6594977.0,87,2|3
7198757.78,100,
7444959.2,99,2
7001013.9,100,3
2325829.74,100,
2526676.92,94,3
6173650.45,92,3
8011156.4,99,2
9377855.37,96,1
851669.56,94,3
9596949.87,56,1|4
2302405.48,100,
7440893.66,99,2
9824358.34,100,
6099550.4,90,1|3
5309141.9,46,1|4
1518806.13,90,3
8050897.47,94,1|3
4202159.28,90,1|3
3950178.13,96,1
7760596.88,98,3
7040401.21,96,1
7836094.38,96,1
794293.67,100,
9109137.81,100,
1088128.21,93,1|2|3
7023953.13,94,3
4249505.01,96,1
2041033.76,100,
948894.22,96,1|3
6417623.58,88,1|2|3
8145279.62,100,
744182.09,94,3
2117005.38,92,3
3447340.71,90,1|3
1169010.98,96,3
9852558.37,99,2
8745348.06,96,1
1537503.18,100,
3675813.11,87,2|3
3568271.29,100,
3712691.08,100,
7168304.62,96,1
563982.53,100,
3755778.3,100,
4552658.66,100,
8485010.56,96,1
326900.34,96,1
4634100.43,100,
2843231.82,92,3
496139.13,96,1
1203053.5,90,1|3
887516.84,95,1|2|3
4477930.83,96,2|4
3141812.23,92,1|3
3218976.7,95,1|2|3
5032084.6,86,1|3
2061822.11,96,1
2215830.87,99,2
2314714.77,94,1|2
5540195.37,96,1
3248297.11,94,1|3
1909835.51,96,3
5643369.82,100,
4135536.87,100,
5054433.33,10,3|4
4055068.82,78,3|4
1047117.2,100,3
1528164.94,96,1
2671298.83,100,
8841192.96,100,
4450936.7,96,1
6777725.29,100,
4715493.4,96,1
4546273.21,88,1|3
6788781.59,98,3
6432331.57,28,1|3|4
988706.85,90,3
2546007.38,94,3
7848882.1,34,1|2|4
371594.57,98,2
9520972.92,94,1|3
3665761.31,92,1|3
1792196.12,96,1
4309895.69,100,
5251209.65,86,1|2|3
649153.59,99,2
4575636.23,92,3
834528.49,96,1
7328976.1,94,1|3
2570142.74,100,
6223062.23,100,
8791761.78,73,1|2|3|4
7125900.34,98,3
1130949.55,96,1
1621999.51,50,4
4747759.76,96,1
3211578.77,96,1
3367008.57,100,
185656.67,100,
6896293.28,94,1|3
9841970.88,98,3
4561294.62,94,1|3
1346611.4,92,1|3
3968249.29,96,1
7213554.93,90,1|3
7742355.87,97,2
7819525.93,86,1|3
4093796.85,96,1
2007225.83,100,
4691284.49,100,3
9458046.05,100,
4908152.02,74,1|3|4
2065945.19,100,
1625898.81,96,1
7107393.24,100,
633574.18,96,1
4951220.39,92,3
4407495.18,96,1
2592747.17,100,
8954695.02,92,1|3
4797135.05,90,1|3
112661.09,80,4
7920688.49,98,3
9977605.63,96,1
4263269.71,92,3
3239936.27,90,3
9238004.68,90,2|3
4717938.0,91,1|2|3
5708353.07,100,
5738140.42,90,3
5216063.97,88,1|3
4700848.0,100,
5284486.88,86,1|3
5843126.94,98,2
7350528.8,100,
9462725.87,94,3
7479235.4,100,
6288633.17,94,1|2
3369719.13,100,
4438422.3,100,
5990584.58,96,1
7675278.31,93,1|2|3
8925739.66,92,3
7045596.77,90,1|3
6428991.77,94,1|2
3688294.73,95,2|3
2344348.81,93,3|4
3371008.94,96,1
7371804.89,100,3
3497964.7,88,1|3
4579525.11,100,
5037846.02,96,1
2226143.0,99,2
3537597.5,76,1|4
6606159.51,96,1
5947945.0,99,2
8915087.66,100,
7614477.24,100,
8857112.31,99,2|3
7803382.6,99,2
2405344.17,96,1
2356329.54,96,1
3593354.62,96,1
4349385.66,96,1
8824373.4,90,3
7600082.15,90,1|3
4327104.97,100,
3482160.19,94,3
5179844.37,86,1|3
5026261.87,66,1|3|4
4734945.18,100,
615645.48,44,3|4
6179732.11,94,3
1754768.85,100,3
8116075.91,96,1
4715409.3,92,3
6264739.05,98,2
8800636.18,96,1
9744200.62,96,1
3364782.53,98,3
9911619.89,94,1|3
8732620.79,96,1
1200144.34,100,
132499.47,90,1|3
3816100.77,92,3
3678155.35,94,1|2
8546630.53,100,
9855366.45,97,3|4
2754419.19,100,
1061894.07,100,
7926684.02,96,3
9539471.45,100,
4766355.09,36,1|3|4
1050737.4,86,1|3
4051890.02,88,1|4
9408059.82,100,
6033815.03,100,
2136485.42,92,1|3
1060454.05,100,3
1275097.38,94,1|2
2180690.42,100,
5571789.61,86,1|3
9305821.79,100,
2058425.24,94,3
8920594.37,100,
453421.2,92,1|3
6070475.86,88,1|3
5072078.34,92,1|3
5024423.01,96,1
7954115.33,96,1
8839867.25,94,3
5335971.94,100,3
9679327.62,87,2|3
4674159.34,76,1|3|4
8684223.28,100,
5751076.69,97,2|3
9729264.02,94,1|2
8685987.77,88,1|3
4124763.53,100,3
4848347.47,94,1|3
1633773.4,100,
909831.89,88,1|3
7774511.84,96,1
1381282.84,100,
1681495.46,96,1
3355202.09,93,1|2|3
3939302.44,94,1|3
3479546.43,100,
6401216.07,96,1
9076613.22,90,2|3
9604209.89,95,1|2
37830.24,96,1
9421042.12,100,
6560701.57,100,
7772356.46,100,
3994805.62,96,1
5759283.47,87,2|3
6781117.8,95,2|3
5271922.26,97,2|3
606805.24,74,1|3|4
9944420.38,96,1
4575566.1,92,3
9527797.13,96,1
2522280.88,97,2
556316.14,86,1|3
4832452.64,99,2|3
4444729.25,97,2|3
5376295.48,86,1|2|3
9731611.75,100,3
6780226.79,96,1
6013308.92,100,3
405071.98,90,1|3
3272215.47,86,1|2|3
9742619.85,6,1|3|4
7923538.53,94,3
1153199.54,99,2
8793088.23,95,1|2
6440535.05,93,1|2
7128147.55,92,1|3
866586.75,99,2
7523503.87,90,3
3871437.54,92,3
3798757.83,96,1
1602042.57,88,1|3
1064903.83,96,1
7308509.88,95,2|3
1496655.53,52,3|4
6028835.12,92,1|3
8089336.96,43,1|2|4
2722737.29,95,1|2|3
1502335.95,94,1|2
6646976.46,92,1|3
6258989.59,100,
2936115.9,99,2
732365.08,100,
9183979.32,100,
7047568.1,97,2
8933930.24,94,3
2334341.22,96,1|3
1932366.21,100,3
4771822.97,100,
4400744.64,98,3
3278331.79,83,1|2|3
6031183.78,98,2
6380404.02,94,1|3
9382211.98,96,1
8463613.64,90,3
4131553.59,94,3
1693643.7,96,1
4684193.75,96,1
4351272.01,98,2
2918073.36,90,1|3
2441233.25,90,2|3
1548942.57,100,3
5717083.76,96,1
9276131.8,90,1|3
6463381.07,93,1|2|3
7628686.59,96,1
1003487.79,92,1|3
9205667.62,98,3
6593556.84,96,1|3
7174768.99,99,2
3017693.21,94,1|3
14165.96,92,3
7680733.52,100,
1193842.33,80,4
1232542.96,100,
7427493.89,96,3
6582168.45,87,2|3
1604822.44,100,
959709.42,92,3
8593374.69,92,3
9345510.49,91,1|2|3
5084481.32,100,
2347231.48,100,
7119495.21,100,
1920007.88,96,1
1003525.62,98,3
7738845.95,96,1
7677271.56,100,
6259855.32,96,1
6917997.26,95,1|2|3
9643436.26,86,1|3
7611530.49,100,
1590370.39,100,
6458009.22,99,2
9741023.49,96,1
4656776.29,98,3
9961713.57,96,1
997849.86,96,1
1517556.48,96,1
2087043.39,92,3
3722834.77,96,1|3
818711.8,86,1|3
9690441.89,100,3
4784505.27,94,3
2082008.94,99,2
7648869.54,96,1
6280630.72,100,3
2971759.68,96,1
7332536.99,98,3
4730336.05,96,1
1506448.01,94,3
3768482.96,96,1
5666382.33,96,1
6042273.53,98,3
1177315.08,99,2
614071.93,94,1|3
3883634.11,86,1|3
7516634.5,95,1|2
7047511.55,96,1
5175228.02,100,
2459478.72,96,1
520045.06,98,3
9342192.07,100,
7702453.88,92,3
7081011.21,99,2
3386142.88,94,1|2
1155309.59,100,
1255100.14,100,
9723923.26,96,1|3
8080203.91,56,3|4
9829939.26,96,1|3
8726073.61,50,4
9618015.05,100,
8187887.37,94,1|3
4578065.13,98,2
2543093.58,92,3
946423.72,96,1
6875178.23,100,
3238088.97,98,3
3812092.97,96,1
2744355.06,97,2
624070.99,100,
4212931.57,90,3
6484687.96,92,3
4182398.74,96,1
9821338.28,96,1
7326666.72,96,1
8281369.75,92,3
3443341.16,96,1
5223168.24,74,1|3|4
9877442.47,94,3
7934675.32,96,1
9255778.88,90,3
1616133.73,98,3
3963687.31,100,
3842917.02,92,1|3
69373.84,88,1|3
3086523.75,94,3
762296.01,96,1|3
1924362.04,96,1
1675099.6,96,3
4474844.81,88,1|3
9621024.59,97,2|3
1290516.45,96,1
2933111.63,96,1
9675483.74,42,2|3|4
2015645.41,97,2|3
5679200.4,99,2
7138754.66,100,
1900477.28,94,3
9611852.81,96,1
475376.35,99,2|3
793296.76,94,3
2255947.96,87,2|3
641920.59,100,3
7391718.34,88,1|3
9756095.17,93,1|2
2402472.63,100,
5697460.03,88,1|3
452396.15,96,1
460875.4,98,3
1816716.02,99,2|3
5130001.99,96,1
7990795.59,100,
570976.42,100,
5152521.43,96,1
8978032.71,98,2
1781725.09,96,3
8374436.49,94,3
4423435.78,94,3
6735559.4,96,1
6188820.82,86,1|3
9993980.7,94,1|3
465539.78,96,1
1584252.29,96,1
2886236.27,90,1|3
6049295.33,75,1|4
8205459.01,94,3
6228525.73,98,3
9454707.72,86,1|3
1083400.06,92,3
9888052.55,90,1|3
7639710.25,100,
8996210.88,100,
1432254.66,90,1|3
401634.22,96,1
6562133.25,100,
589423.13,98,3
4458814.08,100,3
8969806.56,88,1|3
6069455.5,96,1
6393015.07,96,3
2959235.7,87,1|4
1297694.5,94,3
4270702.82,92,1|3
432905.76,96,3
8675943.31,100,
1312235.25,96,1
5289112.49,88,1|3
8986381.4,56,3|4
6912417.14,100,
8352245.73,90,3
5358581.44,40,3|4
5705422.32,90,1|3
8487110.72,99,2
8512245.53,92,1|3
9994715.84,96,1|3
1524686.35,92,3
5031155.1,83,1|2|3
594463.6,86,1|3
9601963.48,96,1
1632565.12,95,1|2
1501463.74,97,2|3
8152734.35,94,3
1094704.2,88,1|3
8349698.86,92,3
4595939.26,96,3
4635054.33,96,1
8332350.82,90,3
7531027.49,94,1|3
1009487.69,90,1|3
9736452.47,96,1
9054192.31,96,1|3
1999483.21,96,1
1958401.17,96,3
8894794.56,96,1
1947705.13,96,1
1793679.57,90,3
230448.47,96,1
2121773.51,100,
7844917.28,86,1|3
1366282.2,100,
7815721.91,99,2
543769.56,96,1
3716352.36,96,1|3
2094378.06,94,4
5642277.98,83,1|2|3
283447.46,94,3
5389078.77,100,
2054260.72,94,1|2
9765258.85,100,
9808369.18,96,1
3878902.64,88,1|3
1965020.93,96,1
4413018.5,96,3
1792237.86,95,1|2
7053217.87,90,3
4257611.87,96,1
8619343.57,100,
1444428.68,95,1|2
3663637.99,90,1|3
9317636.91,96,1
7845242.52,75,1|3|4
4325876.98,91,1|2|3
1178306.65,96,1
5182193.48,73,1|2|4
1711410.4,96,1
2736899.67,100,
5878895.23,97,2|3
8508894.15,94,3
5976115.25,100,
8975671.47,96,1
7261728.79,88,1|3
2604596.92,94,1|2
3555187.5,86,1|3
2492298.52,100,
5137989.38,94,1|2
3931053.64,90,3
8981243.89,94,1|3
7276339.1,86,1|3
1627523.03,90,3
9111020.1,96,3
3784522.35,94,3
8805750.03,93,1|2
4204777.47,94,3
3332510.37,96,1
6504133.0,100,
2799207.17,96,1
7875422.3,86,1|3
8875549.26,96,1
7143439.65,96,3
8557047.33,96,1
3874557.75,87,2|3
1379060.42,100,
8251914.15,100,3
4932413.36,100,
8486731.24,100,
4326607.45,92,1|3
9002939.74,96,3
1561961.74,100,
4415849.39,100,
2529173.9,90,3
9818384.5,92,1|3
138758.49,100,
9520320.97,92,3
8713181.41,96,1
987617.16,95,1|2
1872857.58,92,3
7913236.06,95,1|2
4226885.46,100,
1431586.42,96,1
2356537.23,96,1
7262990.56,96,1
2386484.68,100,
6508714.58,94,1|3
8861391.81,96,1
6639309.07,83,1|2|3
9847084.29,92,1|3
5799584.69,95,1|2
9130804.99,93,1|2|3
1717414.19,100,
3006097.49,90,3
9431862.84,90,1|3
573740.2,87,2|3
2592964.15,90,1|3
641737.98,90,1|3
7478676.67,86,1|2|3
687487.65,90,1|3
4935568.98,96,3
4821435.06,100,
8214715.45,100,
9337392.44,100,
3562023.95,96,1
7054793.09,96,1
3700672.73,100,
7779602.64,88,1|2|3
1147306.3,100,
4163872.73,90,1|3
8992300.41,97,2
9835704.84,86,1|3
8968422.8,96,1|3
7457941.78,96,1
4026802.87,93,1|2|3
5496035.3,95,1|2|3
9897614.52,90,1|3
6577340.55,94,3
9643014.72,92,3
9946532.63,92,1|3
2176160.87,99,2
2678545.64,93,1|2
5305717.43,90,1|3
5045478.27,94,1|3
2287125.15,99,2
1736340.66,94,1|3
7118105.2,92,1|3
1034472.67,98,3
7718749.1,95,1|2
9408576.82,99,2
7972879.33,100,
1930597.83,96,1|3
9662621.44,96,1
7678633.84,91,1|2|3
1416798.08,90,3
9113471.43,96,1
5861506.28,96,1
2631843.88,88,1|3
1316717.97,96,1
3629225.33,88,1|3
4870200.33,96,1|3
5883199.18,96,1
8789689.59,96,1|3
2515314.72,92,3
1226213.27,96,3
8886954.95,90,1|3
511386.22,96,3
744285.37,94,3
555281.49,88,1|2|3
9139734.01,96,1|4
6966729.17,96,1
2568043.74,88,1|3
2646434.72,96,1
233919.55,96,3
1674988.53,96,1
9396674.48,94,3
2427527.48,94,3
6719456.99,94,1|3
3890951.24,95,1|2
90863.08,95,1|2|3
2834760.12,94,1|2
583075.0,86,1|3
5132584.55,98,3
8268592.73,96,3
6678564.73,96,1
2611332.69,100,
2520554.45,96,1|3
6498266.75,100,
6170640.56,100,3
5572566.0,88,1|3
2395262.93,96,3
3589190.29,100,
7768603.51,100,
3012218.85,96,1
1078262.8,94,1|3
4853614.43,96,1
2642994.67,90,3
648607.8,96,1
793711.52,96,1
8779353.27,96,1
4404446.1,98,3
8644076.95,94,1|3
1232316.28,96,1
9979521.63,98,2
4541018.88,96,3
7496906.59,100,
2664409.81,98,3
1246844.37,88,1|3
1777731.7,83,1|2|3
1995470.35,86,1|3
2920025.62,92,3
4906585.07,94,3
7774223.61,100,3
1863550.42,92,1|3
1362274.27,100,
6250809.17,94,3
5432616.09,90,1|3
6884371.94,94,1|3
3153539.59,90,3
9808829.17,84,1|4
6735103.39,92,1|3
1135378.87,92,1|3
9824948.24,92,1|3
2737581.13,96,1|3
9829740.9,90,1|3
8837331.13,98,3
6493839.96,100,3
8232136.42,100,3
2422926.24,94,1|3
2979085.43,92,3
3265087.13,7,2|3|4
5174417.2,98,3
7276669.0,100,
6266718.42,90,2|3
